ART 030706,004844,SANDIA GALLO POLEN       ,001,0000,002,003491,0000095,000000000,000052505,000004989,0000000,0000000,01
ART 030706,000058,PATATA KENEBEC KG.       ,001,0000,001,000058,0000095,000000000,000026710,000002540,0000000,0000000,01
ART 030706,000467,NARANJA BOLSA            ,001,0000,000,000467,0000180,000000005,000000000,000000900,0000000,0000000,01
ART 030706,000491,SANDIA BRUÑO             ,001,0000,002,000491,0000110,000000000,000030310,000003334,0000000,0000000,01
ART 030706,000048,LECHUGA ICEBERG UD.      ,001,0000,001,000048,0000160,000000007,000000000,000001120,0000000,0000000,01
ART 030706,000003,AJOS UD.                 ,001,0000,001,000003,0000099,000000004,000000000,000000396,0000000,0000000,01
ART 030706,000026,CHAMPIÑON GRANEL KG.     ,001,0000,001,000026,0000350,000000000,000000855,000000300,0000000,0000000,01
ART 030706,000009,BERENGENA KG.            ,001,0000,001,000009,0000150,000000000,000003680,000000481,0000000,0000000,01
ART 030706,000066,PIMIENTO ROJO KG.        ,001,0000,001,000066,0000165,000000000,000005090,000000782,0000000,0000000,01
ART 030706,004845,AGUACATE UD.             ,001,0000,002,001002,0000125,000000003,000000000,000000375,0000000,0000000,01
ART 030706,004840,PEPINO ESPAÑOL KG.       ,001,0000,001,001062,0000099,000000000,000006295,000000621,0000000,0000000,01
ART 030706,000065,PIMIENTO VERDE KG.       ,001,0000,001,000065,0000220,000000000,000003760,000000771,0000000,0000000,01
ART 030706,000004,AJOS KG.                 ,001,0000,001,000004,0000455,000000000,000000690,000000314,0000000,0000000,01
ART 030706,000431,KIWI ZESPRI              ,001,0000,002,000431,0000375,000000000,000003245,000001217,0000000,0000000,01
ART 030706,000051,LECHUGA REDONDA UD.      ,001,0000,001,000051,0000070,000000020,000000000,000001400,0000000,0000000,01
ART 030706,000025,CEBOLLA TIERNA UD.       ,001,0000,001,000025,0000150,000000006,000000000,000000900,0000000,0000000,01
ART 030706,000015,CALABACIN KG.            ,001,0000,001,000015,0000150,000000000,000005765,000000866,0000000,0000000,01
ART 030706,000078,TOMATE PERA KG.          ,001,0000,001,000078,0000140,000000000,000003005,000000372,0000000,0000000,01
ART 030706,004834,MELON GALLO              ,001,0000,002,000459,0000140,000000000,000038495,000005389,0000000,0000000,01
ART 030706,000466,NARANJA ZUMO             ,001,0000,002,000466,0000120,000000000,000000490,000000059,0000000,0000000,01
ART 030706,000871,CALDO PESCADO            ,001,0000,000,000871,0000185,000000002,000000000,000000370,0000000,0000000,01
ART 030706,000878,ANILLAS                  ,001,0000,000,000878,0000058,000000001,000000000,000000058,0000000,0000000,01
ART 030706,000014,BROQUIL VERDE UD.        ,001,0240,001,000014,0000280,000000003,000000000,000000840,0000000,0000000,01
ART 030706,001905,LENTEJA PAR 1 2kgr       ,001,0000,000,001905,0000156,000000002,000000000,000000312,0000000,0000000,01
ART 030706,000075,TOMATE CHERRY UD.        ,001,0000,001,000075,0000110,000000001,000000000,000000110,0000000,0000000,01
ART 030706,000212,HUEVOS 1/2 DOCENA        ,001,0000,000,000212,0000079,000000009,000000000,000000711,0000000,0000000,01
ART 030706,002696,VINO NEGRO 2L            ,001,0000,000,002696,0000198,000000001,000000000,000000198,0000000,0000000,01
ART 030706,000454,MELOCOTON ROJO KG.       ,001,0000,002,000454,0000325,000000000,000005305,000001315,0000000,0000000,01
ART 030706,000464,NECTARINA  ROJA KG.      ,001,0000,001,000464,0000265,000000000,000008425,000001462,0000000,0000000,01
ART 030706,000483,PIÑA DEL MONTE KG.       ,001,0000,002,000483,0000166,000000000,000000750,000000125,0000000,0000000,01
ART 030706,000047,COGOLLO UD.              ,001,0000,001,000047,0000175,000000001,000000000,000000175,0000000,0000000,01
ART 030706,000449,MELOCOTON AMARILLO KG.   ,001,0000,002,000449,0000295,000000000,000008910,000002415,0000000,0000000,01
ART 030706,000031,COL UD.                  ,001,0000,001,000031,0000140,000000001,000000000,000000140,0000000,0000000,01
ART 030706,000266,GOLOSINAS GRANEL         ,001,0000,000,000266,0000600,000000000,000001005,000000603,0000000,0000000,01
ART 030706,000062,PEPINO KG.               ,001,0000,001,000062,0000099,000000000,000008520,000000751,0000000,0000000,01
ART 030706,000413,CIRUELA NEGRA KG.        ,001,0000,002,000413,0000280,000000000,000001830,000000444,0000000,0000000,01
ART 030706,000435,LIMON                    ,001,0000,002,000435,0000120,000000000,000002125,000000255,0000000,0000000,01
ART 030706,000411,CIRUELA BLANCA KG.       ,001,0000,002,000411,0000350,000000000,000001195,000000378,0000000,0000000,01
ART 030706,001718,GANCHITOS                ,001,0000,000,001718,0000096,000000005,000000000,000000480,0000000,0000000,01
ART 030706,000079,TOMATE RAMA KG.          ,001,0000,001,000079,0000130,000000000,000005520,000000718,0000000,0000000,01
ART 030706,000076,TOMATE MADURO KG.        ,001,0000,001,000076,0000099,000000000,000028380,000002813,0000000,0000000,01
ART 030706,000301,ACEITUNA MANZANI  S A    ,001,0000,003,000301,0000450,000000000,000000470,000000212,0000000,0000000,01
ART 030706,000633,ZUMO P M I PI 0 2L       ,001,0000,002,000633,0000095,000000001,000000000,000000095,0000000,0000000,01
ART 030706,000896,PIÑA ALMIBAR             ,001,0000,000,000896,0000147,000000001,000000000,000000147,0000000,0000000,01
ART 030706,000217,BACALAO LOMO CORTO       ,001,0000,000,000217,0002184,000000000,000000225,000000491,0000000,0000000,01
ART 030706,000716,BARRIT  KETCHUP 100grs   ,001,0000,000,000716,0000060,000000001,000000000,000000060,0000000,0000000,01
ART 030706,000710,SKY MIX KETCHUP 100grs   ,001,0000,000,000710,0000060,000000001,000000000,000000060,0000000,0000000,01
ART 030706,003739,GARBANZO TOST  200gr     ,001,0000,000,003739,0000084,000000002,000000000,000000168,0000000,0000000,01
ART 030706,000204,CARACOL BOVE MITJA       ,001,0000,000,000204,0000800,000000000,000001010,000000808,0000000,0000000,01
ART 030706,000268,REPOSTERIA GRA           ,001,0000,000,000268,0000661,000000000,000000840,000000478,0000000,0000000,01
ART 030706,001696,VINO NEGRO 5L            ,001,0000,000,001696,0000495,000000004,000000000,000001980,0000000,0000000,01
